development,tds_#,building_#,stairhall#,borough,house_#,street,address,city,state,zip_code,bin,block,lot,borough/block/lot_#,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude,longitude,geometry
EAST 165TH STREET-BRYANT AVENUE,304,1,43,BRONX,1074,BRYANT AVENUE,1074 BRYANT AVENUE,BRONX,NY,"10,459",2006274,2757,1,2027570001,"12,102",BX0202,Longwood,2,17,85,32,14,YES,40.825465,-73.888611,POINT (-73.888611 40.825465)
EAST 165TH STREET-BRYANT AVENUE,304,1,44,BRONX,1070,BRYANT AVENUE,1070 BRYANT AVENUE,BRONX,NY,"10,459",2006274,2757,1,2027570001,"12,102",BX0202,Longwood,2,17,85,32,14,YES,40.825343,-73.888603,POINT (-73.888603 40.825343)
EAST 165TH STREET-BRYANT AVENUE,304,2,45,BRONX,1134,EAST 165TH STREET,1134 EAST 165TH STREET,BRONX,NY,"10,459",2092031,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.825115,-73.888007,POINT (-73.888007 40.825115)
EAST 165TH STREET-BRYANT AVENUE,304,2,46,BRONX,1130,EAST 165TH STREET,1130 EAST 165TH STREET,BRONX,NY,"10,459",2092031,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.825103,-73.888176,POINT (-73.888176 40.825103)
EAST 165TH STREET-BRYANT AVENUE,304,2,47,BRONX,1124,EAST 165TH STREET,1124 EAST 165TH STREET,BRONX,NY,"10,459",2092031,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.825103,-73.888344,POINT (-73.888344 40.825103)
EAST 165TH STREET-BRYANT AVENUE,304,2,48,BRONX,1120,EAST 165TH STREET,1120 EAST 165TH STREET,BRONX,NY,"10,459",2092031,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.825099,-73.888481,POINT (-73.888481 40.825099)
EAST 165TH STREET-BRYANT AVENUE,304,3,49,BRONX,1040,BRYANT AVENUE,1040 BRYANT AVENUE,BRONX,NY,"10,459",2092032,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.824495,-73.888536,POINT (-73.888536 40.824495)
EAST 165TH STREET-BRYANT AVENUE,304,3,50,BRONX,1034,BRYANT AVENUE,1034 BRYANT AVENUE,BRONX,NY,"10,459",2092032,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.824391,-73.888528,POINT (-73.888528 40.824391)
EAST 165TH STREET-BRYANT AVENUE,304,3,51,BRONX,1030,BRYANT AVENUE,1030 BRYANT AVENUE,BRONX,NY,"10,459",2092032,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.824275,-73.888512,POINT (-73.888512 40.824275)
EAST 165TH STREET-BRYANT AVENUE,304,3,52,BRONX,1024,BRYANT AVENUE,1024 BRYANT AVENUE,BRONX,NY,"10,459",2092032,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.824153,-73.888504,POINT (-73.888504 40.824153)
EAST 165TH STREET-BRYANT AVENUE,304,3,53,BRONX,1020,BRYANT AVENUE,1020 BRYANT AVENUE,BRONX,NY,"10,459",2092032,2756,10,2027560010,119,BX0202,Longwood,2,17,85,32,14,YES,40.824056,-73.888488,POINT (-73.888488 40.824056)
EAST 165TH STREET-BRYANT AVENUE,304,4,54,BRONX,1080,EAST 165TH STREET,1080 EAST 165TH STREET,BRONX,NY,"10,459",2006114,2749,25,2027490025,119,BX0202,Longwood,2,17,85,32,14,YES,40.825007,-73.890378,POINT (-73.890378 40.825007)
EAST 165TH STREET-BRYANT AVENUE,304,4,55,BRONX,1084,EAST 165TH STREET,1084 EAST 165TH STREET,BRONX,NY,"10,459",2006114,2749,25,2027490025,119,BX0202,Longwood,2,17,85,32,14,YES,40.825013,-73.890181,POINT (-73.890181 40.825013)
EAST 165TH STREET-BRYANT AVENUE,304,4,56,BRONX,1090,EAST 165TH STREET,1090 EAST 165TH STREET,BRONX,NY,"10,459",2006114,2749,25,2027490025,119,BX0202,Longwood,2,17,85,32,14,YES,40.825027,-73.890027,POINT (-73.890027 40.825027)
EAST 165TH STREET-BRYANT AVENUE,304,4,57,BRONX,1094,EAST 165TH STREET,1094 EAST 165TH STREET,BRONX,NY,"10,459",2006114,2749,25,2027490025,119,BX0202,Longwood,2,17,85,32,14,YES,40.825032,-73.889862,POINT (-73.889862 40.825032)
EAST 165TH STREET-BRYANT AVENUE,304,5,58,BRONX,1100,EAST 165TH STREET,1100 EAST 165TH STREET,BRONX,NY,"10,459",2006103,2748,25,2027480025,119,BX0202,Longwood,2,17,85,32,14,YES,40.825051,-73.889356,POINT (-73.889356 40.825051)
EAST 165TH STREET-BRYANT AVENUE,304,5,59,BRONX,1110,EAST 165TH STREET,1110 EAST 165TH STREET,BRONX,NY,"10,459",2006103,2748,25,2027480025,119,BX0202,Longwood,2,17,85,32,14,YES,40.825057,-73.889227,POINT (-73.889227 40.825057)
EAST 173RD STREET-VYSE AVENUE,338,1,61,BRONX,1463,VYSE AVENUE,1463 VYSE AVENUE,BRONX,NY,"10,460",2117758,2988,19,2029880019,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.831992,-73.888977,POINT (-73.888977 40.831992)
EAST 173RD STREET-VYSE AVENUE,338,1,62,BRONX,1465,VYSE AVENUE,1465 VYSE AVENUE,BRONX,NY,"10,460",2117758,2988,19,2029880019,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.83209,-73.88892,POINT (-73.88892 40.83209)
EAST 173RD STREET-VYSE AVENUE,338,1,63,BRONX,1467,VYSE AVENUE,1467 VYSE AVENUE,BRONX,NY,"10,460",2117758,2988,19,2029880019,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.832187,-73.888872,POINT (-73.888872 40.832187)
EAST 173RD STREET-VYSE AVENUE,338,1,64,BRONX,1469,VYSE AVENUE,1469 VYSE AVENUE,BRONX,NY,"10,460",2117758,2988,19,2029880019,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.832273,-73.888816,POINT (-73.888816 40.832273)
EAST 173RD STREET-VYSE AVENUE,338,1,65,BRONX,1471,VYSE AVENUE,1471 VYSE AVENUE,BRONX,NY,"10,460",2117758,2988,19,2029880019,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.832364,-73.888759,POINT (-73.888759 40.832364)
EAST 173RD STREET-VYSE AVENUE,338,2,66,BRONX,1475,VYSE AVENUE,1475 VYSE AVENUE,BRONX,NY,"10,460",2117757,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.83251,-73.888671,POINT (-73.888671 40.83251)
EAST 173RD STREET-VYSE AVENUE,338,2,67,BRONX,1477,VYSE AVENUE,1477 VYSE AVENUE,BRONX,NY,"10,460",2117757,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.832595,-73.888626,POINT (-73.888626 40.832595)
EAST 173RD STREET-VYSE AVENUE,338,2,68,BRONX,1479,VYSE AVENUE,1479 VYSE AVENUE,BRONX,NY,"10,460",2117757,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.832693,-73.888569,POINT (-73.888569 40.832693)
EAST 173RD STREET-VYSE AVENUE,338,2,69,BRONX,1481,VYSE AVENUE,1481 VYSE AVENUE,BRONX,NY,"10,460",2117757,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.832778,-73.888513,POINT (-73.888513 40.832778)
EAST 173RD STREET-VYSE AVENUE,338,3,70,BRONX,1485,VYSE AVENUE,1485 VYSE AVENUE,BRONX,NY,"10,460",2092186,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.832955,-73.888416,POINT (-73.888416 40.832955)
EAST 173RD STREET-VYSE AVENUE,338,3,71,BRONX,1487,VYSE AVENUE,1487 VYSE AVENUE,BRONX,NY,"10,460",2092186,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.833046,-73.88836,POINT (-73.88836 40.833046)
EAST 173RD STREET-VYSE AVENUE,338,3,72,BRONX,1489,VYSE AVENUE,1489 VYSE AVENUE,BRONX,NY,"10,460",2092186,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.833149,-73.88829,POINT (-73.88829 40.833149)
EAST 173RD STREET-VYSE AVENUE,338,3,73,BRONX,1491,VYSE AVENUE,1491 VYSE AVENUE,BRONX,NY,"10,460",2092186,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.833247,-73.888233,POINT (-73.888233 40.833247)
EAST 173RD STREET-VYSE AVENUE,338,3,74,BRONX,1493,VYSE AVENUE,1493 VYSE AVENUE,BRONX,NY,"10,460",2092186,2988,18,2029880018,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.833332,-73.888185,POINT (-73.888185 40.833332)
EAST 173RD STREET-VYSE AVENUE,338,4,75,BRONX,1520,HOE AVENUE,1520 HOE AVENUE,BRONX,NY,"10,460",2010652,2989,1,2029890001,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.833922,-73.888522,POINT (-73.888522 40.833922)
EAST 173RD STREET-VYSE AVENUE,338,4,76,BRONX,1524,HOE AVENUE,1524 HOE AVENUE,BRONX,NY,"10,460",2010652,2989,1,2029890001,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834025,-73.888457,POINT (-73.888457 40.834025)
EAST 173RD STREET-VYSE AVENUE,338,4,77,BRONX,1528,HOE AVENUE,1528 HOE AVENUE,BRONX,NY,"10,460",2010652,2989,1,2029890001,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834117,-73.888401,POINT (-73.888401 40.834117)
EAST 173RD STREET-VYSE AVENUE,338,5,78,BRONX,1550,HOE AVENUE,1550 HOE AVENUE,BRONX,NY,"10,460",2092191,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834461,-73.888223,POINT (-73.888223 40.834461)
EAST 173RD STREET-VYSE AVENUE,338,5,79,BRONX,1554,HOE AVENUE,1554 HOE AVENUE,BRONX,NY,"10,460",2092191,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834559,-73.888166,POINT (-73.888166 40.834559)
EAST 173RD STREET-VYSE AVENUE,338,5,80,BRONX,1558,HOE AVENUE,1558 HOE AVENUE,BRONX,NY,"10,460",2092191,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834644,-73.888118,POINT (-73.888118 40.834644)
EAST 173RD STREET-VYSE AVENUE,338,6,81,BRONX,1566,HOE AVENUE,1566 HOE AVENUE,BRONX,NY,"10,460",2092189,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834816,-73.887999,POINT (-73.887999 40.834816)
EAST 173RD STREET-VYSE AVENUE,338,6,82,BRONX,1570,HOE AVENUE,1570 HOE AVENUE,BRONX,NY,"10,460",2092189,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834901,-73.887942,POINT (-73.887942 40.834901)
EAST 173RD STREET-VYSE AVENUE,338,6,83,BRONX,1572,HOE AVENUE,1572 HOE AVENUE,BRONX,NY,"10,460",2092189,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.835005,-73.887886,POINT (-73.887886 40.835005)
EAST 173RD STREET-VYSE AVENUE,338,6,84,BRONX,1576,HOE AVENUE,1576 HOE AVENUE,BRONX,NY,"10,460",2092189,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.835102,-73.887822,POINT (-73.887822 40.835102)
EAST 173RD STREET-VYSE AVENUE,338,6,85,BRONX,1580,HOE AVENUE,1580 HOE AVENUE,BRONX,NY,"10,460",2092189,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.835194,-73.887765,POINT (-73.887765 40.835194)
EAST 173RD STREET-VYSE AVENUE,338,7,86,BRONX,1579,VYSE AVENUE,1579 VYSE AVENUE,BRONX,NY,"10,460",2092190,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834994,-73.887182,POINT (-73.887182 40.834994)
EAST 173RD STREET-VYSE AVENUE,338,7,87,BRONX,1575,VYSE AVENUE,1575 VYSE AVENUE,BRONX,NY,"10,460",2092190,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834915,-73.887231,POINT (-73.887231 40.834915)
EAST 173RD STREET-VYSE AVENUE,338,7,88,BRONX,1571,VYSE AVENUE,1571 VYSE AVENUE,BRONX,NY,"10,460",2092190,2989,11,2029890011,157,BX0303,Crotona Park East,3,17,79,32,15,YES,40.834829,-73.887279,POINT (-73.887279 40.834829)
EAST NEW YORK CITY LINE,263,1,152,BROOKLYN,1052,HEGEMAN AVENUE,1052 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324185,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667339,-73.874069,POINT (-73.874069 40.667339)
EAST NEW YORK CITY LINE,263,2,156,BROOKLYN,1056,HEGEMAN AVENUE,1056 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324186,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667353,-73.874007,POINT (-73.874007 40.667353)
EAST NEW YORK CITY LINE,263,3,158,BROOKLYN,1058,HEGEMAN AVENUE,1058 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324187,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667376,-73.873936,POINT (-73.873936 40.667376)
EAST NEW YORK CITY LINE,263,4,160,BROOKLYN,1060,HEGEMAN AVENUE,1060 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324188,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667407,-73.873873,POINT (-73.873873 40.667407)
EAST NEW YORK CITY LINE,263,5,162,BROOKLYN,1062,HEGEMAN AVENUE,1062 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324189,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.66744,-73.873814,POINT (-73.873814 40.66744)
EAST NEW YORK CITY LINE,263,6,164,BROOKLYN,1064,HEGEMAN AVENUE,1064 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324190,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667461,-73.873742,POINT (-73.873742 40.667461)
EAST NEW YORK CITY LINE,263,7,178,BROOKLYN,1078,HEGEMAN AVENUE,1078 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324196,4481,4,3044810004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.66769,-73.873204,POINT (-73.873204 40.66769)
EAST NEW YORK CITY LINE,263,8,180,BROOKLYN,1080,HEGEMAN AVENUE,1080 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324195,4481,4,3044810004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.66773,-73.873145,POINT (-73.873145 40.66773)
EAST NEW YORK CITY LINE,263,9,185,BROOKLYN,1085,HEGEMAN AVENUE,1085 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324305,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668037,-73.87318,POINT (-73.87318 40.668037)
EAST NEW YORK CITY LINE,263,10,187,BROOKLYN,1087,HEGEMAN AVENUE,1087 HEGEMAN AVENUE,BROOKLYN,NY,"11,208",3324304,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668076,-73.873125,POINT (-73.873125 40.668076)
EAST NEW YORK CITY LINE,263,11,336,BROOKLYN,336,FOUNTAIN AVENUE,336 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3323981,4263,40,3042630040,"1,194",BK0502,East New York (North),5,42,60,19,8,,40.671579,-73.874617,POINT (-73.874617 40.671579)
EAST NEW YORK CITY LINE,263,12,338,BROOKLYN,338,FOUNTAIN AVENUE,338 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3323975,4263,40,3042630040,"1,194",BK0502,East New York (North),5,42,60,19,8,,40.671524,-73.874613,POINT (-73.874613 40.671524)
EAST NEW YORK CITY LINE,263,13,340,BROOKLYN,340,FOUNTAIN AVENUE,340 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3323976,4263,40,3042630040,"1,194",BK0502,East New York (North),5,42,60,19,8,,40.671469,-73.87459,POINT (-73.87459 40.671469)
EAST NEW YORK CITY LINE,263,14,342,BROOKLYN,342,FOUNTAIN AVENUE,342 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3323977,4263,40,3042630040,"1,194",BK0502,East New York (North),5,42,60,19,8,,40.671415,-73.874568,POINT (-73.874568 40.671415)
EAST NEW YORK CITY LINE,263,15,344,BROOKLYN,344,FOUNTAIN AVENUE,344 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3323978,4263,40,3042630040,"1,194",BK0502,East New York (North),5,42,60,19,8,,40.671366,-73.87457,POINT (-73.87457 40.671366)
EAST NEW YORK CITY LINE,263,16,346,BROOKLYN,346,FOUNTAIN AVENUE,346 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3323979,4263,40,3042630040,"1,194",BK0502,East New York (North),5,42,60,19,8,,40.671324,-73.874573,POINT (-73.874573 40.671324)
EAST NEW YORK CITY LINE,263,17,348,BROOKLYN,348,FOUNTAIN AVENUE,348 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3323980,4263,40,3042630040,"1,194",BK0502,East New York (North),5,42,60,19,8,,40.671272,-73.874572,POINT (-73.874572 40.671272)
EAST NEW YORK CITY LINE,263,18,460,BROOKLYN,460,FOUNTAIN AVENUE,460 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324298,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668566,-73.873497,POINT (-73.873497 40.668566)
EAST NEW YORK CITY LINE,263,19,462,BROOKLYN,462,FOUNTAIN AVENUE,462 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324299,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668522,-73.873447,POINT (-73.873447 40.668522)
EAST NEW YORK CITY LINE,263,20,464,BROOKLYN,464,FOUNTAIN AVENUE,464 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324300,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668471,-73.87342,POINT (-73.87342 40.668471)
EAST NEW YORK CITY LINE,263,21,466,BROOKLYN,466,FOUNTAIN AVENUE,466 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324301,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668421,-73.873384,POINT (-73.873384 40.668421)
EAST NEW YORK CITY LINE,263,22,468,BROOKLYN,468,FOUNTAIN AVENUE,468 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324302,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668377,-73.87334,POINT (-73.87334 40.668377)
EAST NEW YORK CITY LINE,263,23,470,BROOKLYN,470,FOUNTAIN AVENUE,470 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324303,4458,35,3044580035,"1,118",BK0503,East New York-New Lots,5,42,60,19,8,,40.668331,-73.873296,POINT (-73.873296 40.668331)
EAST NEW YORK CITY LINE,263,24,504,BROOKLYN,504,FOUNTAIN AVENUE,504 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324200,4481,16,3044810016,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667376,-73.872626,POINT (-73.872626 40.667376)
EAST NEW YORK CITY LINE,263,25,508,BROOKLYN,508,FOUNTAIN AVENUE,508 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324197,4481,16,3044810016,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667335,-73.872585,POINT (-73.872585 40.667335)
EAST NEW YORK CITY LINE,263,26,510,BROOKLYN,510,FOUNTAIN AVENUE,510 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324198,4481,16,3044810016,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667304,-73.872547,POINT (-73.872547 40.667304)
EAST NEW YORK CITY LINE,263,27,514,BROOKLYN,514,FOUNTAIN AVENUE,514 FOUNTAIN AVENUE,BROOKLYN,NY,"11,208",3324199,4481,16,3044810016,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667267,-73.872505,POINT (-73.872505 40.667267)
EAST NEW YORK CITY LINE,263,28,761,BROOKLYN,761,LOGAN STREET,761 LOGAN STREET,BROOKLYN,NY,"11,208",3324202,4481,59,3044810059,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667407,-73.873299,POINT (-73.873299 40.667407)
EAST NEW YORK CITY LINE,263,29,765,BROOKLYN,765,LOGAN STREET,765 LOGAN STREET,BROOKLYN,NY,"11,208",3324201,4481,59,3044810059,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667364,-73.87325,POINT (-73.87325 40.667364)
EAST NEW YORK CITY LINE,263,30,768,BROOKLYN,768,LOGAN STREET,768 LOGAN STREET,BROOKLYN,NY,"11,208",3324191,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667212,-73.873539,POINT (-73.873539 40.667212)
EAST NEW YORK CITY LINE,263,31,770,BROOKLYN,770,LOGAN STREET,770 LOGAN STREET,BROOKLYN,NY,"11,208",3324192,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667157,-73.873512,POINT (-73.873512 40.667157)
EAST NEW YORK CITY LINE,263,32,772,BROOKLYN,772,LOGAN STREET,772 LOGAN STREET,BROOKLYN,NY,"11,208",3324193,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667108,-73.873487,POINT (-73.873487 40.667108)
EAST NEW YORK CITY LINE,263,33,776,BROOKLYN,776,LOGAN STREET,776 LOGAN STREET,BROOKLYN,NY,"11,208",3324194,4480,4,3044800004,"1,116",BK0503,East New York-New Lots,5,42,60,19,8,,40.667051,-73.873465,POINT (-73.873465 40.667051)
EAST RIVER,9,1,1,MANHATTAN,420,EAST 105TH STREET,420 EAST 105TH STREET,NEW YORK,NY,"10,029",1083946,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.788458,-73.940032,POINT (-73.940032 40.788458)
EAST RIVER,9,1,2,MANHATTAN,410,EAST 105TH STREET,410 EAST 105TH STREET,NEW YORK,NY,"10,029",1083946,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.788338,-73.940564,POINT (-73.940564 40.788338)
EAST RIVER,9,3,3,MANHATTAN,400,EAST 105TH STREET,400 EAST 105TH STREET,NEW YORK,NY,"10,029",1083941,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.7879,-73.940887,POINT (-73.940887 40.7879)
EAST RIVER,9,3,4,MANHATTAN,402,EAST 105TH STREET,402 EAST 105TH STREET,NEW YORK,NY,"10,029",1083941,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.788071,-73.940464,POINT (-73.940464 40.788071)
EAST RIVER,9,3,5,MANHATTAN,404,EAST 105TH STREET,404 EAST 105TH STREET,NEW YORK,NY,"10,029",1083941,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787832,-73.940361,POINT (-73.940361 40.787832)
EAST RIVER,9,4,6,MANHATTAN,434,EAST 105TH STREET,434 EAST 105TH STREET,NEW YORK,NY,"10,029",1083947,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.78794,-73.939841,POINT (-73.939841 40.78794)
EAST RIVER,9,4,7,MANHATTAN,432,EAST 105TH STREET,432 EAST 105TH STREET,NEW YORK,NY,"10,029",1083947,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.788183,-73.939932,POINT (-73.939932 40.788183)
EAST RIVER,9,4,8,MANHATTAN,430,EAST 105TH STREET,430 EAST 105TH STREET,NEW YORK,NY,"10,029",1083947,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.788211,-73.939451,POINT (-73.939451 40.788211)
EAST RIVER,9,5,9,MANHATTAN,440,EAST 105TH STREET,440 EAST 105TH STREET,NEW YORK,NY,"10,029",1083949,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787999,-73.938946,POINT (-73.938946 40.787999)
EAST RIVER,9,9,10,MANHATTAN,450,EAST 105TH STREET,450 EAST 105TH STREET,NEW YORK,NY,"10,029",1083952,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787877,-73.938682,POINT (-73.938682 40.787877)
EAST RIVER,9,9,11,MANHATTAN,452,EAST 105TH STREET,452 EAST 105TH STREET,NEW YORK,NY,"10,029",1083952,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787656,-73.938598,POINT (-73.938598 40.787656)
EAST RIVER,9,9,12,MANHATTAN,454,EAST 105TH STREET,454 EAST 105TH STREET,NEW YORK,NY,"10,029",1083952,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787597,-73.938864,POINT (-73.938864 40.787597)
EAST RIVER,9,8,13,MANHATTAN,442,EAST 105TH STREET,442 EAST 105TH STREET,NEW YORK,NY,"10,029",1083950,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787739,-73.9395,POINT (-73.9395 40.787739)
EAST RIVER,9,8,14,MANHATTAN,444,EAST 105TH STREET,444 EAST 105TH STREET,NEW YORK,NY,"10,029",1083950,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787532,-73.939416,POINT (-73.939416 40.787532)
EAST RIVER,9,8,15,MANHATTAN,446,EAST 105TH STREET,446 EAST 105TH STREET,NEW YORK,NY,"10,029",1083950,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787444,-73.93971,POINT (-73.93971 40.787444)
EAST RIVER,9,8,16,MANHATTAN,448,EAST 105TH STREET,448 EAST 105TH STREET,NEW YORK,NY,"10,029",1083950,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.7872,-73.939614,POINT (-73.939614 40.7872)
EAST RIVER,9,7,17,MANHATTAN,433,EAST 102ND STREET,433 EAST 102ND STREET,NEW YORK,NY,"10,029",1083939,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787107,-73.940044,POINT (-73.940044 40.787107)
EAST RIVER,9,7,18,MANHATTAN,431,EAST 102ND STREET,431 EAST 102ND STREET,NEW YORK,NY,"10,029",1083939,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.78735,-73.940134,POINT (-73.940134 40.78735)
EAST RIVER,9,7,19,MANHATTAN,429,EAST 102ND STREET,429 EAST 102ND STREET,NEW YORK,NY,"10,029",1083939,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787311,-73.940442,POINT (-73.940442 40.787311)
EAST RIVER,9,7,20,MANHATTAN,427,EAST 102ND STREET,427 EAST 102ND STREET,NEW YORK,NY,"10,029",1083939,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787527,-73.94052,POINT (-73.94052 40.787527)
EAST RIVER,9,2,21,MANHATTAN,401,EAST 102ND STREET,401 EAST 102ND STREET,NEW YORK,NY,"10,029",1083936,1696,1,1016960001,162,MN1101,East Harlem (South),11,8,68,29,13,,40.787487,-73.94119,POINT (-73.94119 40.787487)
