development,tds_#,building_#,stairhall#,borough_nycha,house_#,street,address_nycha,city,state,zip_code,bin,block,lot,BBL,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude_nycha,longitude_nycha,geometry,borough_pluto,tax_block,tax_lot,census_tract_2010,cb2010,council_district,postcode,policeprct,healtharea,address_pluto,zonedist1,zonedist2,zonedist3,zonedist4,ltdheight,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,resarea,garagearea,strgearea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,borocode,bbl,tract2010,xcoord,ycoord,latitude_pluto,longitude_pluto,zonemap,zmcode,appbbl,appdate,plutomapid,dcpedited,notes,bct2020,bctcb2020,yearbuilt_dt,yearalter1_dt,yearalter2_dt,consumption_(kwh),current_charges,borough,consumption_per_unit
LOWER EAST SIDE I INFILL,326,2,13,MANHATTAN,45,STANTON STREET,45 STANTON STREET,NEW YORK,NY,"10,002",1077629,421,52,1004210052,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.722061,-73.990746,POINT (-73.990746 40.722061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214620.0,1018392.0,MANHATTAN,
LOWER EAST SIDE I INFILL,326,2,14,MANHATTAN,49,STANTON STREET,49 STANTON STREET,NEW YORK,NY,"10,002",1077629,421,52,1004210052,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.72202,-73.990613,POINT (-73.990613 40.72202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214620.0,1018392.0,MANHATTAN,
LOWER EAST SIDE I INFILL,326,3,15,MANHATTAN,201,ELDRIDGE STREET,201 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077628,421,52,1004210052,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721157,-73.990528,POINT (-73.990528 40.721157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214620.0,1018392.0,MANHATTAN,
LOWER EAST SIDE I INFILL,326,3,16,MANHATTAN,205,ELDRIDGE STREET,205 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077628,421,52,1004210052,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721239,-73.990485,POINT (-73.990485 40.721239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214620.0,1018392.0,MANHATTAN,
LOWER EAST SIDE I INFILL,326,3,17,MANHATTAN,211,ELDRIDGE STREET,211 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077628,421,52,1004210052,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721327,-73.990437,POINT (-73.990437 40.721327),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214620.0,1018392.0,MANHATTAN,
LOWER EAST SIDE I INFILL,326,3,18,MANHATTAN,215,ELDRIDGE STREET,215 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077628,421,52,1004210052,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721478,-73.99037,POINT (-73.99037 40.721478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214620.0,1018392.0,MANHATTAN,
LOWER EAST SIDE I INFILL,326,4,19,MANHATTAN,200,ELDRIDGE STREET,200 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077638,416,1,1004160001,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721092,-73.990362,POINT (-73.990362 40.721092),MN,416.0,1.0,36.01,1001.0,1.0,10002.0,5.0,6500.0,196 ELDRIDGE STREET,C4-4A,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"44,484","60,640","60,640",0,0,0,2.0,2.0,4.0,54.0,54,320,177,150.0,50.0,1.0,True,3.0,1215000.0,6231600.0,1986.0,0,0,,,1.36,4.0,1.0,1004160001.0,3601.0,987033.0,202109.0,40.7214188,-73.98996,12c,,,,1.0,,,1003601.0,10036011001.0,1986-01-01,,,6214620.0,1018392.0,MANHATTAN,115085.55555555556
LOWER EAST SIDE I INFILL,326,4,20,MANHATTAN,206,ELDRIDGE STREET,206 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077638,416,1,1004160001,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721211,-73.990296,POINT (-73.990296 40.721211),MN,416.0,1.0,36.01,1001.0,1.0,10002.0,5.0,6500.0,196 ELDRIDGE STREET,C4-4A,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"44,484","60,640","60,640",0,0,0,2.0,2.0,4.0,54.0,54,320,177,150.0,50.0,1.0,True,3.0,1215000.0,6231600.0,1986.0,0,0,,,1.36,4.0,1.0,1004160001.0,3601.0,987033.0,202109.0,40.7214188,-73.98996,12c,,,,1.0,,,1003601.0,10036011001.0,1986-01-01,,,6214620.0,1018392.0,MANHATTAN,115085.55555555556
LOWER EAST SIDE I INFILL,326,4,21,MANHATTAN,210,ELDRIDGE STREET,210 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077638,416,1,1004160001,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.72128,-73.990266,POINT (-73.990266 40.72128),MN,416.0,1.0,36.01,1001.0,1.0,10002.0,5.0,6500.0,196 ELDRIDGE STREET,C4-4A,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"44,484","60,640","60,640",0,0,0,2.0,2.0,4.0,54.0,54,320,177,150.0,50.0,1.0,True,3.0,1215000.0,6231600.0,1986.0,0,0,,,1.36,4.0,1.0,1004160001.0,3601.0,987033.0,202109.0,40.7214188,-73.98996,12c,,,,1.0,,,1003601.0,10036011001.0,1986-01-01,,,6214620.0,1018392.0,MANHATTAN,115085.55555555556
LOWER EAST SIDE I INFILL,326,4,22,MANHATTAN,216,ELDRIDGE STREET,216 ELDRIDGE STREET,NEW YORK,NY,"10,002",1077638,416,1,1004160001,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721432,-73.990181,POINT (-73.990181 40.721432),MN,416.0,1.0,36.01,1001.0,1.0,10002.0,5.0,6500.0,196 ELDRIDGE STREET,C4-4A,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"44,484","60,640","60,640",0,0,0,2.0,2.0,4.0,54.0,54,320,177,150.0,50.0,1.0,True,3.0,1215000.0,6231600.0,1986.0,0,0,,,1.36,4.0,1.0,1004160001.0,3601.0,987033.0,202109.0,40.7214188,-73.98996,12c,,,,1.0,,,1003601.0,10036011001.0,1986-01-01,,,6214620.0,1018392.0,MANHATTAN,115085.55555555556
LOWER EAST SIDE I INFILL,326,5,23,MANHATTAN,71,STANTON STREET,71 STANTON STREET,NEW YORK,NY,"10,002",1077637,416,1,1004160001,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721791,-73.98985,POINT (-73.98985 40.721791),MN,416.0,1.0,36.01,1001.0,1.0,10002.0,5.0,6500.0,196 ELDRIDGE STREET,C4-4A,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"44,484","60,640","60,640",0,0,0,2.0,2.0,4.0,54.0,54,320,177,150.0,50.0,1.0,True,3.0,1215000.0,6231600.0,1986.0,0,0,,,1.36,4.0,1.0,1004160001.0,3601.0,987033.0,202109.0,40.7214188,-73.98996,12c,,,,1.0,,,1003601.0,10036011001.0,1986-01-01,,,6214620.0,1018392.0,MANHATTAN,115085.55555555556
LOWER EAST SIDE I INFILL,326,5,24,MANHATTAN,75,STANTON STREET,75 STANTON STREET,NEW YORK,NY,"10,002",1077637,416,1,1004160001,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721749,-73.989705,POINT (-73.989705 40.721749),MN,416.0,1.0,36.01,1001.0,1.0,10002.0,5.0,6500.0,196 ELDRIDGE STREET,C4-4A,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"44,484","60,640","60,640",0,0,0,2.0,2.0,4.0,54.0,54,320,177,150.0,50.0,1.0,True,3.0,1215000.0,6231600.0,1986.0,0,0,,,1.36,4.0,1.0,1004160001.0,3601.0,987033.0,202109.0,40.7214188,-73.98996,12c,,,,1.0,,,1003601.0,10036011001.0,1986-01-01,,,6214620.0,1018392.0,MANHATTAN,115085.55555555556
LOWER EAST SIDE I INFILL,326,5,25,MANHATTAN,77,STANTON STREET,77 STANTON STREET,NEW YORK,NY,"10,002",1077637,416,1,1004160001,"3,601",MN0302,Lower East Side,3,1,65,27,10,,40.721708,-73.989584,POINT (-73.989584 40.721708),MN,416.0,1.0,36.01,1001.0,1.0,10002.0,5.0,6500.0,196 ELDRIDGE STREET,C4-4A,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"44,484","60,640","60,640",0,0,0,2.0,2.0,4.0,54.0,54,320,177,150.0,50.0,1.0,True,3.0,1215000.0,6231600.0,1986.0,0,0,,,1.36,4.0,1.0,1004160001.0,3601.0,987033.0,202109.0,40.7214188,-73.98996,12c,,,,1.0,,,1003601.0,10036011001.0,1986-01-01,,,6214620.0,1018392.0,MANHATTAN,115085.55555555556
LOWER EAST SIDE II,337,2,41,MANHATTAN,637,EAST 5TH STREET,637 EAST 5TH STREET,NEW YORK,NY,"10,009",1075627,387,144,1003870144,"2,601",MN0303,East Village,3,2,74,27,10,,40.723352,-73.980599,POINT (-73.980599 40.723352),MN,387.0,144.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,637 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"19,776","18,972","18,972",0,0,0,2.0,1.0,3.0,24.0,24,203.83,97,186.0,37.0,1.0,False,5.0,540000.0,2257200.0,1989.0,0,0,,,0.96,4.0,1.0,1003870144.0,2601.0,989703.0,202824.0,40.72338,-73.9803271,12c,,1003870148.0,03/03/1989,1.0,t,,1002601.0,10026012000.0,1989-01-01,,,6054930.0,830601.23,MANHATTAN,252288.75
LOWER EAST SIDE II,337,2,42,MANHATTAN,641,EAST 5TH STREET,641 EAST 5TH STREET,NEW YORK,NY,"10,009",1075627,387,144,1003870144,"2,601",MN0303,East Village,3,2,74,27,10,,40.723297,-73.980478,POINT (-73.980478 40.723297),MN,387.0,144.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,637 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"19,776","18,972","18,972",0,0,0,2.0,1.0,3.0,24.0,24,203.83,97,186.0,37.0,1.0,False,5.0,540000.0,2257200.0,1989.0,0,0,,,0.96,4.0,1.0,1003870144.0,2601.0,989703.0,202824.0,40.72338,-73.9803271,12c,,1003870148.0,03/03/1989,1.0,t,,1002601.0,10026012000.0,1989-01-01,,,6054930.0,830601.23,MANHATTAN,252288.75
LOWER EAST SIDE II,337,2,43,MANHATTAN,645,EAST 5TH STREET,645 EAST 5TH STREET,NEW YORK,NY,"10,009",1075627,387,144,1003870144,"2,601",MN0303,East Village,3,2,74,27,10,,40.723242,-73.980333,POINT (-73.980333 40.723242),MN,387.0,144.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,637 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"19,776","18,972","18,972",0,0,0,2.0,1.0,3.0,24.0,24,203.83,97,186.0,37.0,1.0,False,5.0,540000.0,2257200.0,1989.0,0,0,,,0.96,4.0,1.0,1003870144.0,2601.0,989703.0,202824.0,40.72338,-73.9803271,12c,,1003870148.0,03/03/1989,1.0,t,,1002601.0,10026012000.0,1989-01-01,,,6054930.0,830601.23,MANHATTAN,252288.75
LOWER EAST SIDE II,337,2,44,MANHATTAN,649,EAST 5TH STREET,649 EAST 5TH STREET,NEW YORK,NY,"10,009",1075627,387,144,1003870144,"2,601",MN0303,East Village,3,2,74,27,10,,40.723191,-73.980206,POINT (-73.980206 40.723191),MN,387.0,144.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,637 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"19,776","18,972","18,972",0,0,0,2.0,1.0,3.0,24.0,24,203.83,97,186.0,37.0,1.0,False,5.0,540000.0,2257200.0,1989.0,0,0,,,0.96,4.0,1.0,1003870144.0,2601.0,989703.0,202824.0,40.72338,-73.9803271,12c,,1003870148.0,03/03/1989,1.0,t,,1002601.0,10026012000.0,1989-01-01,,,6054930.0,830601.23,MANHATTAN,252288.75
LOWER EAST SIDE II,337,3,45,MANHATTAN,620,EAST 5TH STREET,620 EAST 5TH STREET,NEW YORK,NY,"10,009",1075625,387,20,1003870020,"2,601",MN0303,East Village,3,2,74,27,10,,40.72345,-73.981293,POINT (-73.981293 40.72345),MN,387.0,20.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,620 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"31,127","32,946","32,946",0,0,0,2.0,1.0,3.0,48.0,48,323.67,96.17,32.25,34.0,0.0,False,5.0,900000.0,2949750.0,1988.0,0,0,,,1.06,4.0,1.0,1003870020.0,2601.0,989577.0,202718.0,40.7230892,-73.9807818,12c,,,,1.0,t,,1002601.0,10026012000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,126144.375
LOWER EAST SIDE II,337,3,46,MANHATTAN,624,EAST 5TH STREET,624 EAST 5TH STREET,NEW YORK,NY,"10,009",1075625,387,20,1003870020,"2,601",MN0303,East Village,3,2,74,27,10,,40.723381,-73.981118,POINT (-73.981118 40.723381),MN,387.0,20.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,620 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"31,127","32,946","32,946",0,0,0,2.0,1.0,3.0,48.0,48,323.67,96.17,32.25,34.0,0.0,False,5.0,900000.0,2949750.0,1988.0,0,0,,,1.06,4.0,1.0,1003870020.0,2601.0,989577.0,202718.0,40.7230892,-73.9807818,12c,,,,1.0,t,,1002601.0,10026012000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,126144.375
LOWER EAST SIDE II,337,3,47,MANHATTAN,628,EAST 5TH STREET,628 EAST 5TH STREET,NEW YORK,NY,"10,009",1075625,387,20,1003870020,"2,601",MN0303,East Village,3,2,74,27,10,,40.723326,-73.980973,POINT (-73.980973 40.723326),MN,387.0,20.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,620 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"31,127","32,946","32,946",0,0,0,2.0,1.0,3.0,48.0,48,323.67,96.17,32.25,34.0,0.0,False,5.0,900000.0,2949750.0,1988.0,0,0,,,1.06,4.0,1.0,1003870020.0,2601.0,989577.0,202718.0,40.7230892,-73.9807818,12c,,,,1.0,t,,1002601.0,10026012000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,126144.375
LOWER EAST SIDE II,337,3,48,MANHATTAN,632,EAST 5TH STREET,632 EAST 5TH STREET,NEW YORK,NY,"10,009",1075625,387,20,1003870020,"2,601",MN0303,East Village,3,2,74,27,10,,40.723275,-73.980852,POINT (-73.980852 40.723275),MN,387.0,20.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,620 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"31,127","32,946","32,946",0,0,0,2.0,1.0,3.0,48.0,48,323.67,96.17,32.25,34.0,0.0,False,5.0,900000.0,2949750.0,1988.0,0,0,,,1.06,4.0,1.0,1003870020.0,2601.0,989577.0,202718.0,40.7230892,-73.9807818,12c,,,,1.0,t,,1002601.0,10026012000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,126144.375
LOWER EAST SIDE II,337,3,49,MANHATTAN,636,EAST 5TH STREET,636 EAST 5TH STREET,NEW YORK,NY,"10,009",1075625,387,20,1003870020,"2,601",MN0303,East Village,3,2,74,27,10,,40.723215,-73.980719,POINT (-73.980719 40.723215),MN,387.0,20.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,620 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"31,127","32,946","32,946",0,0,0,2.0,1.0,3.0,48.0,48,323.67,96.17,32.25,34.0,0.0,False,5.0,900000.0,2949750.0,1988.0,0,0,,,1.06,4.0,1.0,1003870020.0,2601.0,989577.0,202718.0,40.7230892,-73.9807818,12c,,,,1.0,t,,1002601.0,10026012000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,126144.375
LOWER EAST SIDE II,337,3,50,MANHATTAN,640,EAST 5TH STREET,640 EAST 5TH STREET,NEW YORK,NY,"10,009",1075625,387,20,1003870020,"2,601",MN0303,East Village,3,2,74,27,10,,40.723169,-73.980586,POINT (-73.980586 40.723169),MN,387.0,20.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,620 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"31,127","32,946","32,946",0,0,0,2.0,1.0,3.0,48.0,48,323.67,96.17,32.25,34.0,0.0,False,5.0,900000.0,2949750.0,1988.0,0,0,,,1.06,4.0,1.0,1003870020.0,2601.0,989577.0,202718.0,40.7230892,-73.9807818,12c,,,,1.0,t,,1002601.0,10026012000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,126144.375
LOWER EAST SIDE II,337,3,51,MANHATTAN,644,EAST 5TH STREET,644 EAST 5TH STREET,NEW YORK,NY,"10,009",1087354,387,20,1003870020,"2,601",MN0303,East Village,3,2,74,27,10,,40.723097,-73.980449,POINT (-73.980449 40.723097),MN,387.0,20.0,26.01,2000.0,2.0,10009.0,9.0,6700.0,620 EAST 5 STREET,R8B,,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"31,127","32,946","32,946",0,0,0,2.0,1.0,3.0,48.0,48,323.67,96.17,32.25,34.0,0.0,False,5.0,900000.0,2949750.0,1988.0,0,0,,,1.06,4.0,1.0,1003870020.0,2601.0,989577.0,202718.0,40.7230892,-73.9807818,12c,,,,1.0,t,,1002601.0,10026012000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,126144.375
LOWER EAST SIDE II,337,4,52,MANHATTAN,732,EAST 6TH STREET,732 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.722878,-73.978045,POINT (-73.978045 40.722878),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,53,MANHATTAN,728,EAST 6TH STREET,728 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.722933,-73.978171,POINT (-73.978171 40.722933),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,54,MANHATTAN,724,EAST 6TH STREET,724 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.722993,-73.97831,POINT (-73.97831 40.722993),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,55,MANHATTAN,720,EAST 6TH STREET,720 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.723057,-73.978455,POINT (-73.978455 40.723057),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,56,MANHATTAN,716,EAST 6TH STREET,716 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.723117,-73.978619,POINT (-73.978619 40.723117),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,57,MANHATTAN,712,EAST 6TH STREET,712 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.723182,-73.978764,POINT (-73.978764 40.723182),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,58,MANHATTAN,708,EAST 6TH STREET,708 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.723251,-73.978909,POINT (-73.978909 40.723251),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,59,MANHATTAN,704,EAST 6TH STREET,704 EAST 6TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.723306,-73.979054,POINT (-73.979054 40.723306),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,60,MANHATTAN,84,AVENUE C,84 AVENUE C,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.723241,-73.97932,POINT (-73.97932 40.723241),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,61,MANHATTAN,80,AVENUE C,80 AVENUE C,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.723191,-73.979356,POINT (-73.979356 40.723191),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
LOWER EAST SIDE II,337,4,62,MANHATTAN,705,EAST 5TH STREET,705 EAST 5TH STREET,NEW YORK,NY,"10,009",1075623,375,1,1003750001,"2,601",MN0303,East Village,3,2,74,27,10,,40.72286,-73.979441,POINT (-73.979441 40.72286),MN,375.0,1.0,26.01,1000.0,2.0,10009.0,9.0,6700.0,72 AVENUE C,R8B,R7A,,,,C9,2.0,0.0,O,NYC HOUSING AUTHORITY,"49,517","73,392","73,392",0,0,0,2.0,1.0,3.0,76.0,76,194,408,189.0,405.0,3.0,True,3.0,1305000.0,4199400.0,1988.0,0,0,,,1.48,4.0,1.0,1003750001.0,2601.0,990144.0,202674.0,40.722968,-73.9787362,12c,,1003750011.0,12/28/1988,1.0,,,1002601.0,10026011000.0,1988-01-01,,,6054930.0,830601.23,MANHATTAN,79670.13157894737
